ID,Manufacturing Site,First Line Designation,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Unit Price,Weight (Kilograms),Line Item Insurance (USD),Freight Cost (USD)
16504,"Cipla, Goa, India",Yes,60,37870,103006.4,0.05,4121,169.96,4957.81
16513,Mylan (formerly Matrix) Nashik,Yes,60,889,3200.4,0.06,94,3.96,2350.55
16553,Boehringer Ingelheim Roxane US,No,240,220,3442.16,0.07,Weight Captured Separately,6.75,Freight Included in Commodity Cost
16556,Cipla Ltd A-42 MIDC Mahar. IN,Yes,120,2074,74746.96,0.3,627,104.8,6072.8
16619,"Aurobindo Unit III, India",Yes,60,20000,43000,0.04,1044,44.2,5145.69
16656,ABBVIE Ludwigshafen Germany,Yes,120,1969,119754.58,0.51,484,148.14,1565.1
16693,Inverness Japan,Yes,100,12315,1096035,0.89,3637,1808.46,38452.73
16707,Inverness Japan,Yes,100,8442,675360,0.8,1454,1456.08,13343.23
16708,"Aurobindo Unit III, India",Yes,30,11811,69684.9,0.2,1184,86.2,5904.94
16725,"Aurobindo Unit III, India",Yes,30,3000,6720,0.07,436,9.42,1238.16
16766,Hetero Unit III Hyderabad IN,Yes,60,29925,92468.25,0.05,1041,181.24,730.82
16784,Hetero Unit III Hyderabad IN,Yes,30,34640,122972,0.12,2804,152.12,9759.55
16794,"Aurobindo Unit III, India",Yes,240,9690,14631.9,0.01,3790,15.04,66260.33
16805,Chembio Diagnostics Sys. Inc.,Yes,30,1458,40240.8,0.92,158,49.78,3824.96
16828,Mylan (formerly Matrix) Nashik,Yes,60,100,1750,0.29,2128,3.77,7784.92
16848,"Alere Medical Co., Ltd.",Yes,100,5900,472000,0.8,2393,485.22,33029.82
16881,"Aurobindo Unit III, India",Yes,240,2040,4080,0.01,Weight Captured Separately,4.19,Invoiced Separately
16901,"Aurobindo Unit III, India",Yes,60,112,1618.4,0.24,1701,2.67,4288.83
16921,Mylan (formerly Matrix) Nashik,No,30,11592,52048.08,0.15,See ASN-6355 (ID#:16828),112.22,See ASN-6355 (ID#:16828)
16923,Mylan (formerly Matrix) Nashik,Yes,30,10150,228375,0.75,1360,320.18,7665.38
16926,"Cipla, Goa, India",Yes,60,143,2313.12,0.27,Weight Captured Separately,2.72,Freight Included in Commodity Cost
16967,ABBVIE Ludwigshafen Germany,Yes,30,319,7419.94,0.78,1736,9.18,5265.22
16998,"Aurobindo Unit III, India",Yes,60,28663,74523.8,0.04,3380,160.67,17603.58
17003,ABBVIE Ludwigshafen Germany,Yes,60,120,822,0.11,22,0.85,828.76
17065,Chembio Diagnostics Sys. Inc.,Yes,20,2371,68759,1.45,939,96.4,8695.18
17096,"Alere Medical Co., Ltd.",Yes,100,2863,229040,0.8,1159,235.45,15174.53
17124,Roche Basel,Yes,120,1500,149780.99,0.83,271,322.93,2527.94
17129,Mylan (formerly Matrix) Nashik,Yes,30,84000,965160,0.38,9479,1193.9,14402.92
17135,"Alere Medical Co., Ltd.",Yes,100,3053,0,0,1265,0,21384.75
17145,"Alere Medical Co., Ltd.",Yes,100,2352,188160,0.8,1117,263.8,14959.83
17200,Mylan (formerly Matrix) Nashik,Yes,30,5000,100000,0.67,670,123.7,4909.72
17207,Hetero Unit III Hyderabad IN,Yes,60,66825,206489.25,0.05,3845,404.72,20194.78
17219,Inverness Japan,Yes,100,27,3375,1.25,Weight Captured Separately,5.57,Freight Included in Commodity Cost
17228,Mylan (formerly Matrix) Nashik,Yes,60,336,2520,0.12,120,4.94,9013.85
17242,"Aurobindo Unit III, India",Yes,30,43280,287812,0.22,4040,474.89,6121.42
17245,"Trinity Biotech, Plc",No,20,27,864,1.6,See ASN-24721 (ID#:13708),0.89,See ASN-24721 (ID#:13708)
17247,Inverness Japan,Yes,100,2751,220080,0.8,1061,363.13,23722.96
17259,Bristol-Myers Squibb Anagni IT,Yes,30,2098,38477.32,0.61,140,63.49,1870.73
17348,"Aurobindo Unit III, India",Yes,30,300,1046.28,0.12,Weight Captured Separately,2.26,Freight Included in Commodity Cost
17349,"KHB Test Kit Facility, Shanghai China",Yes,1,2072,50764,24.5,1383,62.8,18323.97
17359,Roche Madrid,Yes,270,3,166.54,0.21,Weight Captured Separately,0.17,Freight Included in Commodity Cost
17373,ABBVIE (Abbott) Logis. UK,Yes,84,320,3312,0.12,Weight Captured Separately,7.14,Freight Included in Commodity Cost
17447,ABBVIE Ludwigshafen Germany,Yes,60,7850,46629,0.1,909,57.68,6020.53
17501,Hetero Unit III Hyderabad IN,Yes,60,771,9444.75,0.2,136,11.68,678.96
17600,"Trinity Biotech, Plc",Yes,20,336,10752,1.6,101,11.05,1428.13
17640,"Alere Medical Co., Ltd.",Yes,100,1832,146560,0.8,829,181.29,8680.27
17648,"Aurobindo Unit III, India",Yes,60,152535,361507.95,0.04,7698,779.41,11372.23
17660,"Aurobindo Unit III, India",Yes,30,12,281.25,0.78,Weight Captured Separately,0.29,Freight Included in Commodity Cost
17697,Hetero Unit III Hyderabad IN,Yes,60,19760,94848,0.08,3998,204.49,12974.12
17701,"Pacific Biotech, Thailand",Yes,100,5,2000,4,12,2.8,1840.97
17717,Hetero Unit III Hyderabad IN,Yes,30,3715,20766.85,0.19,385,24.44,3248.6
17764,Hetero Unit III Hyderabad IN,No,60,46,1517.44,0.55,Weight Captured Separately,1.88,Freight Included in Commodity Cost
17796,ABBVIE (Abbott) Logis. UK,Yes,300,2266,69838.12,0.1,2277,71.79,13894.08
17800,ABBVIE (Abbott) Logis. UK,Yes,300,100,3082,0.1,164,3.81,2419.33
17815,Inverness Japan,Yes,100,7412,575912.4,0.78,2097,950.26,15891.96
17825,"Alere Medical Co., Ltd.",Yes,100,4987,443843,0.89,2022,456.27,30257.97
17831,Inverness Japan,Yes,100,378,33642,0.89,180,55.51,4529.86
17844,"Aurobindo Unit III, India",No,30,3,42.65,0.47,Weight Captured Separately,0.04,Freight Included in Commodity Cost
17861,"Cipla, Goa, India",Yes,60,19920,114340.8,0.1,1936,246.52,5314.56
17865,ABBVIE (Abbott) Logis. UK,Yes,300,2,46.9,0.08,Weight Captured Separately,0.06,Freight Included in Commodity Cost
17870,"Aurobindo Unit III, India",Yes,200,500,1303.53,0.01,Weight Captured Separately,2.55,Freight Included in Commodity Cost
17900,"Hetero, Jadcherla, unit 5, IN",Yes,60,26663,176242.43,0.11,4233,181.18,26663.64
17924,Hetero Unit III Hyderabad IN,No,30,143,2391.83,0.56,Weight Captured Separately,2.96,Freight Included in Commodity Cost
17944,"Cipla, Goa, India",Yes,30,47625,372427.5,0.26,3243,802.95,1881.24
17949,"Aurobindo Unit III, India",Yes,30,32280,146228.4,0.15,7017,315.27,11372.23
18022,"Alere Medical Co., Ltd.",No,100,137,10960,0.8,See ASN-32231 (ID#:13648),12.9,See ASN-32231 (ID#:13648)
18053,"Cipla, Goa, India",Yes,30,26991,211069.62,0.26,1842,455.07,5298.03
18093,"Aurobindo Unit III, India",Yes,240,29,228.8,0.03,Weight Captured Separately,0.28,Freight Included in Commodity Cost
18099,"Aurobindo Unit III, India",Yes,30,39,117.24,0.1,Weight Captured Separately,0.12,Freight Included in Commodity Cost
18121,"Aurobindo Unit III, India",Yes,30,206,4365.52,0.71,Weight Captured Separately,5.4,Freight Included in Commodity Cost
18129,"Aurobindo Unit III, India",Yes,90,25000,204250,0.09,3313,337.01,4689.6
18155,"Trinity Biotech, Plc",Yes,20,58,1856,1.6,19,3.06,594.51
18182,"Aurobindo Unit III, India",Yes,60,19,407.56,0.36,Weight Captured Separately,0.42,Freight Included in Commodity Cost
18227,Mylan (formerly Matrix) Nashik,Yes,60,25000,65000,0.04,3098,107.25,12745.06
18240,Hetero Unit III Hyderabad IN,Yes,60,14842,105081.36,0.12,1364,147.32,2348.57
18246,Chembio Diagnostics Sys. Inc.,Yes,30,414,11426.4,0.92,45,11.75,753.35
18269,"Alere Medical Co., Ltd.",Yes,100,81,5844.15,0.72,16,8.19,467.26
18316,"Strides, Bangalore, India.",Yes,90,14164,131725.2,0.1,884,135.41,8280.73
18325,"Pacific Biotech, Thailand",Yes,100,30,10500,3.5,77,10.79,1800.48
18354,"Aurobindo Unit III, India",Yes,240,1295,1955.45,0.01,536,2.01,1893.24
18373,"Aurobindo Unit III, India",No,30,3548,14369.4,0.13,See ASN-13410 (ID#:16901),23.71,See ASN-13410 (ID#:16901)
18386,"Cipla, Goa, India",Yes,60,16435,133123.5,0.13,Weight Captured Separately,136.85,Invoiced Separately
18392,"Trinity Biotech, Plc",No,20,17,544,1.6,See ASN-26738 (ID#:15115),0.56,See ASN-26738 (ID#:15115)
18405,"Aurobindo Unit III, India",Yes,240,2052,3098.52,0.01,908,3.83,6438.91
18422,ABBVIE Ludwigshafen Germany,Yes,120,10000,369100,0.31,2294,795.78,1100.2
18436,"KHB Test Kit Facility, Shanghai China",Yes,1,175,4287.5,24.5,125,6.01,1472.03
18494,"KHB Test Kit Facility, Shanghai China",Yes,1,175,4287.5,24.5,128,6.01,1584.09
18500,ABBVIE Ludwigshafen Germany,Yes,120,4280,351816,0.68,1063,689.56,11167.45
18509,"Aurobindo Unit III, India",Yes,30,64269,427388.85,0.22,5999,705.19,13829.58
18538,"Aurobindo Unit III, India",Yes,30,4,44.07,0.37,Weight Captured Separately,0.05,Freight Included in Commodity Cost
18580,"Strides, Bangalore, India.",Yes,90,15041,139881.3,0.1,949,143.8,4673.77
18586,"Aurobindo Unit III, India",Yes,60,28853,236594.6,0.14,3612,243.22,18256.1
18629,Mylan (formerly Matrix) Nashik,Yes,30,6549,92340.9,0.47,1208,152.36,3306.51
18633,"Trinity Biotech, Plc",Yes,20,50,1600,1.6,17,3.45,1117.79
18639,"Alere Medical Co., Ltd.",Yes,100,1200,96000,0.8,577,134.59,14493.81
18664,Hetero Unit III Hyderabad IN,Yes,60,1436,16442.2,0.19,2832,20.34,7474.2
18673,Mylan (formerly Matrix) Nashik,Yes,60,9000,72900,0.13,Weight Captured Separately,85.8,Invoiced Separately
18679,Hetero Unit III Hyderabad IN,Yes,30,54090,567945,0.35,7140,702.55,7992.56
18694,"BMS Meymac, France",Yes,30,1000,23670,0.79,335,46.39,888
18708,"Aurobindo Unit VII, IN",Yes,30,35955,167190.75,0.16,3520,171.87,23014.35
18740,Bristol-Myers Squibb Anagni IT,Yes,60,161,12174.82,1.26,Weight Captured Separately,20.09,Freight Included in Commodity Cost
18762,"Aurobindo Unit III, India",No,60,216,5512.38,0.43,Weight Captured Separately,6.82,Freight Included in Commodity Cost
18811,ABBVIE Ludwigshafen Germany,Yes,60,4600,27324,0.1,535,33.8,5924.33
18862,"Alere Medical Co., Ltd.",Yes,100,4000,400000,1,1624,494.8,16994.9
18881,"Trinity Biotech, Plc",Yes,20,50,1600,1.6,17,2.64,617.79
18904,ABBVIE (Abbott) Logis. UK,Yes,300,30,924.6,0.1,56,1.14,460.9
18923,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,60,426,11114.34,0.43,45,23.96,1013.19
18980,"Alere Medical Co., Ltd.",Yes,100,336,26880,0.8,139,27.63,2234.96
18992,"BMS Evansville, US",Yes,60,9,143.1,0.26,Weight Captured Separately,0.15,Freight Included in Commodity Cost
18997,"Aurobindo Unit III, India",Yes,100,172,791.2,0.05,33,0.98,882.81
19013,"Aurobindo Unit III, India",Yes,60,33338,84345.14,0.04,1791,181.85,1791.42
19014,"Alere Medical Co., Ltd.",Yes,100,3173,253840,0.8,1287,260.95,9209
19019,"Trinity Biotech, Plc",Yes,20,25,800,1.6,159,0.99,2395.42
19063,"Trinity Biotech, Plc",No,20,450,14400,1.6,See ASN-21751 (ID#:13968),17.81,See ASN-21751 (ID#:13968)
19080,ABBVIE Ludwigshafen Germany,Yes,120,15560,287393.2,0.15,3834,295.44,16386.12
19105,"Cipla, Goa, India",Yes,240,4534,38539,0.04,1631,54.03,13116.57
19142,ABBVIE Ludwigshafen Germany,Yes,30,373,8675.98,0.78,55,10.73,17.72
19146,"Aurobindo Unit III, India",No,60,11,198.35,0.3,Weight Captured Separately,0.2,Freight Included in Commodity Cost
19172,"Alere Medical Co., Ltd.",Yes,100,70,6230,0.89,Weight Captured Separately,7.33,Invoiced Separately
19177,"Alere Medical Co., Ltd.",Yes,100,4400,352000,0.8,1033,435.42,24728.57
19225,GSK Crawley,No,100,40,591.97,0.15,Weight Captured Separately,1.16,Freight Included in Commodity Cost
19241,"Aurobindo Unit III, India",No,240,16,367.09,0.1,Weight Captured Separately,0.38,Freight Included in Commodity Cost
19243,Inverness Japan,Yes,100,11800,916860,0.78,2675,1512.82,4969.35
19244,"Trinity Biotech, Plc",No,20,9,288,1.6,See ASN-28279 (ID#:13547),0.3,See ASN-28279 (ID#:13547)
19246,Mylan (formerly Matrix) Nashik,Yes,30,5175,116437.5,0.75,775,144.03,4136.58
19250,"BMS Meymac, France",Yes,60,4245,40327.5,0.16,833,86.95,1134.5
19263,Inverness Japan,Yes,100,1500,120000,0.8,714,198,13836.99
19272,"Trinity Biotech, Plc",Yes,20,70,2240,1.6,508,2.64,3918.37
19282,"Aspen-OSD, Port Elizabeth, SA",Yes,30,800,21392.98,0.89,Weight Captured Separately,41.93,Freight Included in Commodity Cost
19289,ABBVIE Ludwigshafen Germany,Yes,120,646,12480.72,0.16,166,15.44,737.11
19293,GSK Ware (UK),Yes,60,4,214.84,0.9,155,0.42,Freight Included in Commodity Cost
19335,"Alere Medical Co., Ltd.",Yes,100,3,24,0.08,2,0.04,1076.15
19344,"Cipla, Goa, India",Yes,60,90,387,0.07,9,0.83,541.88
19346,"Aurobindo Unit III, India",No,30,11,332.32,1.01,Weight Captured Separately,0.34,Freight Included in Commodity Cost
19348,Chembio Diagnostics Sys. Inc.,Yes,25,87,8265,3.8,40,11.59,1333.4
19359,ABBVIE (Abbott) Logis. UK,Yes,300,2025,62410.5,0.1,1902,64.16,16777.24
19405,"Alere Medical Co., Ltd.",Yes,100,3039,0,0,1257,0,21351.18
19406,Hetero Unit III Hyderabad IN,Yes,60,1082,6221.5,0.1,2228,7.7,3565.08
19410,Inverness Japan,Yes,100,2586,230154,0.89,1231,379.75,28132.96
19431,"Standard Diagnostics, Korea",Yes,25,1400,28700,0.82,437,29.5,5924.89
19484,"Alere Medical Co., Ltd.",Yes,100,5640,501960,0.89,2292,590.81,27361.87
19512,Mylan (formerly Matrix) Nashik,Yes,30,5451,76859.1,0.47,1675,126.82,3401.49
19514,"Aurobindo Unit III, India",No,60,16,499.07,0.52,Weight Captured Separately,0.51,Freight Included in Commodity Cost
19584,"Alere Medical Co., Ltd.",Yes,100,1337,106960,0.8,639,149.96,12022.17
19620,ABBVIE Ludwigshafen Germany,Yes,120,7320,264691.2,0.3,1838,436.74,13562.36
19627,"Alere Medical Co., Ltd.",Yes,1,60,300,5,Weight Captured Separately,0.35,Invoiced Separately
19630,"Aurobindo Unit III, India",Yes,240,136,251.6,0.01,173,0.31,1079.39
19647,GSK Mississauga (Canada),Yes,240,20000,185600,0.04,7664,306.24,17022.13
19656,"Strides, Bangalore, India.",Yes,60,168711,416716.17,0.04,8183,898.44,12225.76
19670,"Aurobindo Unit III, India",No,60,82,4392.17,0.89,Weight Captured Separately,4.52,Freight Included in Commodity Cost
19685,ABBVIE (Abbott) Logis. UK,Yes,300,1500,46230,0.1,1374,57.19,10365.13
19689,ABBVIE (Abbott) Logis. UK,Yes,300,50,2037.29,0.14,Weight Captured Separately,4.39,Freight Included in Commodity Cost
19694,"Trinity Biotech, Plc",Yes,20,2551,81632,1.6,885,160,11057.25
19696,"Trinity Biotech, Plc",Yes,20,400,12800,1.6,132,17.95,1692.7
19712,Hetero Unit III Hyderabad IN,No,30,2516,8151.84,0.11,See ASN-24394 (ID#:16053),10.08,See ASN-24394 (ID#:16053)
19771,ABBVIE Ludwigshafen Germany,Yes,120,5530,454566,0.68,1348,980.04,10670.09
19788,"Aurobindo Unit III, India",Yes,30,2247,5482.68,0.08,Weight Captured Separately,9.05,Freight Included in Commodity Cost
19840,Hetero Unit III Hyderabad IN,Yes,60,1900,21280,0.19,2356,21.88,3688.77
19851,"Aurobindo Unit III, India",Yes,100,11310,14703,0.01,2454,18.19,10898.12
19863,"Aurobindo Unit III, India",No,60,23,528.93,0.38,Weight Captured Separately,0.54,Freight Included in Commodity Cost
19873,"Aurobindo Unit III, India",No,60,23,315.96,0.23,Weight Captured Separately,0.32,Freight Included in Commodity Cost
19891,"Cipla, Goa, India",Yes,240,55000,114400,0.01,20419,246.65,17267.14
19905,"Aurobindo Unit III, India",Yes,60,20000,165000,0.14,1951,355.74,13083.7
19924,"Alere Medical Co., Ltd.",Yes,100,6302,630200,1,2557,741.75,21256.43
19940,Mylan (formerly Matrix) Nashik,Yes,60,20000,129800,0.11,1725,133.43,3273.14
19958,"Alere Medical Co., Ltd.",Yes,100,1,89,0.89,985,0.12,11034.01
19959,"Aurobindo Unit III, India",Yes,60,203,1855.98,0.15,Weight Captured Separately,1.91,Freight Included in Commodity Cost
19977,GSK Mississauga (Canada),Yes,240,1000,6669.31,0.03,Weight Captured Separately,13.07,Freight Included in Commodity Cost
19996,"Cipla, Goa, India",Yes,60,688,1651.2,0.04,53,3.24,571.53
20044,Roche Basel,Yes,270,30,2177.92,0.27,Weight Captured Separately,2.24,Freight Included in Commodity Cost
20073,"Alere Medical Co., Ltd.",Yes,100,3144,279816,0.89,1276,287.65,15681.99
20133,ABBVIE Ludwigshafen Germany,Yes,120,60,2169.6,0.3,36,4.25,814.04
20172,"Alere Medical Co., Ltd.",Yes,100,2939,235120,0.8,1330,290.84,13801.89
20185,"Alere Medical Co., Ltd.",Yes,1,160,800,5,149,0.82,2084.52
20219,Hetero Unit III Hyderabad IN,Yes,60,10158,71918.64,0.12,941,100.83,1934.17
20236,"Aurobindo Unit III, India",No,30,550,6050,0.37,See ASN-27324 (ID#:13842),6.22,See ASN-27324 (ID#:13842)
20239,Hetero Unit III Hyderabad IN,Yes,30,20370,72720.9,0.12,1751,101.95,13244.8
20245,"Trinity Biotech, Plc",Yes,20,150,4800,1.6,58,6.73,642.05
20264,"KHB Test Kit Facility, Shanghai China",Yes,1,2988,73206,24.5,1992,90.56,26266.34
20266,"Janssen-Cilag, Latina, IT",Yes,120,150,11250,0.62,49,15.77,475
20274,Hetero Unit III Hyderabad IN,Yes,30,17280,181440,0.35,2401,186.52,3701.66
20280,Roche Basel,Yes,120,500,47667.85,0.79,83,93.43,852.02
20291,"Aspen-OSD, Port Elizabeth, SA",No,30,540,25796.95,1.59,Weight Captured Separately,55.62,Freight Included in Commodity Cost
20294,Mylan (formerly Matrix) Nashik,Yes,30,300000,1722000,0.19,24233,2130.11,119474.09
20319,"Alere Medical Co., Ltd.",Yes,100,6000,480000,0.8,2439,493.44,30885.26
20321,Mylan (formerly Matrix) Nashik,Yes,60,331,4220.25,0.21,2951,5.92,7211.04
20349,Mylan (formerly Matrix) Nashik,No,30,30704,137860.96,0.15,See ASN-16124 (ID#:20321),193.28,See ASN-16124 (ID#:20321)
20371,Mylan (formerly Matrix) Nashik,Yes,60,1302,5403.3,0.07,4587,7.58,11252.53
20383,Mylan (formerly Matrix) Nashik,Yes,60,34080,318648,0.16,4726,446.74,7208.11
20407,Hetero Unit III Hyderabad IN,Yes,30,627,13051.03,0.69,Weight Captured Separately,16.14,Freight Included in Commodity Cost
20417,"Aurobindo Unit III, India",Yes,30,42,507.93,0.4,Weight Captured Separately,0.52,Freight Included in Commodity Cost
20432,"Aurobindo Unit III, India",Yes,30,106589,480716.39,0.15,9061,793.18,9323.3
20450,"Aurobindo Unit III, India",Yes,30,171,1453.5,0.28,81,1.8,2782.94
20462,Inverness Japan,Yes,100,3000,233100,0.78,680,502.56,11463.46
20506,Hetero Unit III Hyderabad IN,Yes,30,17300,54495,0.1,1320,64.14,2730.91
20512,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,60,1411,46563,0.55,145,47.87,1950.74
20544,"Alere Medical Co., Ltd.",Yes,100,4872,389760,0.8,1978,458.75,16876.25
20558,"Alere Medical Co., Ltd.",No,100,100,8000,0.8,See ASN-32231 (ID#:13648),9.42,See ASN-32231 (ID#:13648)
20560,ABBVIE Ludwigshafen Germany,Yes,60,448,2661.12,0.1,63,2.74,1317.82
20619,"Alere Medical Co., Ltd.",Yes,100,2500,200000,0.8,1036,247.4,17579.56
20623,Mylan (formerly Matrix) Nashik,No,30,121,1671.82,0.46,Weight Captured Separately,1.72,Freight Included in Commodity Cost
20631,"Janssen-Cilag, Latina, IT",Yes,60,276,14904,0.9,Weight Captured Separately,15.32,Freight Included in Commodity Cost
20666,ABBVIE Ludwigshafen Germany,Yes,120,500,18080,0.3,130,35.44,1599.22
20667,"Aurobindo Unit III, India",Yes,100,1503,1953.9,0.01,Weight Captured Separately,2.42,Invoiced Separately
20671,"Aurobindo Unit III, India",Yes,30,91772,390948.72,0.14,7797,645.07,7292.27
20684,"Aurobindo Unit III, India",No,30,153,1724.15,0.38,Weight Captured Separately,1.77,Freight Included in Commodity Cost
20690,ABBVIE (Abbott) Logis. UK,Yes,300,1083,39161.28,0.12,1042,84.43,17912.6
20697,"Aurobindo Unit III, India",Yes,240,564,1099.8,0.01,5939,1.54,10770.55
20723,"Aurobindo Unit III, India",No,30,7,99.53,0.47,Weight Captured Separately,0.1,Freight Included in Commodity Cost
20735,"Aurobindo Unit VII, IN",Yes,30,132000,706200,0.18,12886,990.09,102761.99
20761,"MSD, Haarlem, NL",Yes,60,1299,72094.5,0.92,137,74.11,309.95
20774,"Aurobindo Unit III, India",No,60,119,839.15,0.12,Weight Captured Separately,0.86,Freight Included in Commodity Cost
20824,"Cipla, Goa, India",Yes,60,59,388.81,0.11,23,0.48,1067.02
20878,ABBVIE (Abbott) Logis. UK,Yes,336,12,2478.12,0.61,51,5.34,4042.47
20883,"Standard Diagnostics, Korea",Yes,25,1520,30400,0.8,507,50.16,4329.08
20894,"Aurobindo Unit III, India",No,120,5240,157200,0.25,See ASN-14408 (ID#:16232),220.39,See ASN-14408 (ID#:16232)
20908,"Aurobindo Unit III, India",No,240,43,339.26,0.03,Weight Captured Separately,0.42,Freight Included in Commodity Cost
20947,Mylan (formerly Matrix) Nashik,No,30,135,1865,0.46,Weight Captured Separately,1.92,Freight Included in Commodity Cost
20952,"Aurobindo Unit III, India",Yes,30,4,78.7,0.66,Weight Captured Separately,0.08,Freight Included in Commodity Cost
20961,Mylan (formerly Matrix) Nashik,Yes,30,27122,311631.78,0.38,2843,385.49,9740.27
20969,"KHB Test Kit Facility, Shanghai China",Yes,1,4156,101822,24.5,2771,104.67,36502.8
20975,"Aurobindo Unit III, India",Yes,30,1,22.6,0.75,Weight Captured Separately,0.03,Freight Included in Commodity Cost
21000,ABBVIE Ludwigshafen Germany,Yes,60,520,3088.8,0.1,65,3.18,892.5
21028,"Aurobindo Unit III, India",No,30,23,499.23,0.72,Weight Captured Separately,0.62,Freight Included in Commodity Cost
21033,ABBVIE (Abbott) Logis. UK,Yes,300,2569,79176.58,0.1,2410,81.39,14384.91
21037,"MSD, Haarlem, NL",Yes,60,55,5032.5,1.52,6,8.3,99
21044,Mylan (formerly Matrix) Nashik,Yes,60,1652,10721.48,0.11,146,13.26,746.89
21045,"KHB Test Kit Facility, Shanghai China",Yes,1,2988,73206,24.5,1992,90.56,26266.34
21061,Roche Basel,Yes,270,168,15864.66,0.35,86,31.09,1242.33
21076,Premier Med. Corp Ltd. India,Yes,30,6667,146674,0.73,2020,181.44,10682.41
21091,Mylan (formerly Matrix) Nashik,Yes,60,5324,22094.6,0.07,4654,30.98,8538.03
21092,"Aurobindo Unit III, India",Yes,30,34560,161395.2,0.16,3240,347.97,4263.07
21096,"Alere Medical Co., Ltd.",Yes,100,470,41830,0.89,244,58.65,7428.38
21125,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,60,1135,29612.15,0.43,103,48.86,1308.4
21143,"BMS Meymac, France",Yes,60,192,14519.04,1.26,Weight Captured Separately,23.96,Freight Included in Commodity Cost
21147,"Trinity Biotech, Plc",Yes,20,7000,224000,1.6,2373,482.94,29878.21
21174,ABBVIE Ludwigshafen Germany,Yes,120,11480,415116.8,0.3,4794,813.63,28238.31
21175,Hetero Unit III Hyderabad IN,No,30,1485,27749.02,0.62,Weight Captured Separately,28.53,Freight Included in Commodity Cost
21193,Inverness Japan,Yes,100,8331,741459,0.89,1980,1223.41,37548.87
21199,ABBVIE (Abbott) Logis. UK,Yes,300,40,1232.8,0.1,61,1.27,1257.16
21217,Mylan (formerly Matrix) Nashik,Yes,60,36000,129600,0.06,2205,133.23,9815.52
21230,Hetero Unit III Hyderabad IN,Yes,30,200000,2100000,0.35,28168,2597.7,127285.48
